占用,重盔,雷霆怒斩,软猬甲,神炎天月甲,天边七彩仙袍,霜岚天阳甲,神锋日月乾坤甲,神赐王者战甲,苍穹巨阙甲,,,酉鸡「普通」,酉鸡「高级」,酉鸡「优良」,酉鸡「精品」,申猴「极品」,戌狗「稀有」,子鼠「史诗」,,,沧海月明の宝石,秋水伊人の宝石,岁月静好の护符,,,,,,药王的药臼,,三清铃,,,,铃儿响叮当「普通」,天命断情手镯,,,,,,梧凤之鸣手镯,,,ZSHS14,,,,,,,,,,,
占用,星王冠,蟠龙战甲,怒涛头盔,神炎天月盔,天怒☆盔,霜岚天阳盔,神锋日月乾坤の盔,神赐王者战盔,苍穹巨阙の盔,,,戌狗「普通」,戌狗「高级」,戌狗「优良」,戌狗「精品」,酉鸡「极品」,午马「稀有」,丑牛「史诗」,,,锦绣山河の宝石,竹韵茶香の宝石,锦绣前程の宝石,,,,,,TSHS18,,金钱剑,,,,「葫芦」黄金葫芦,天命断情戒指,,,,,,梧凤之鸣戒指,,,,,,,,,,,,,,
占用,翡翠项链,战神头盔,怒涛项链,神炎天月链,天怒☆链,霜岚天阳链,神锋日月乾坤の链,神赐王者战链,苍穹巨阙の链,,,亥猪「普通」,亥猪「高级」,亥猪「优良」,亥猪「精品」,戌狗「极品」,未羊「稀有」,巳蛇「史诗」,,,龙凤呈祥の宝石,琴瑟和鸣の宝石,锦绣前程の护符,,,,,,,,八卦镜,,,,ZSHS4,ZSHS5,,,,,,邪神巨翼「普通」,,,,,,,,,,,,,,
占用,死神手套,战神项链,怒涛手镯,神炎天月镯,天怒☆镯,霜岚天阳镯,神锋日月乾坤の镯,神赐王者战镯,苍穹巨阙の镯,,,TSHS1,TSHS2,TSHS3,TSHS4,TSHS5,TSHS6,TSHS7,,,竹影清风の宝石,诗酒年华の宝石,风雨同舟の宝石,,,,,,,,无极剑道第一篇,,,,,,,,,,,「号角」烛照号角,,,,,,,,,,,,,,
占用,珊瑚戒指,战神手镯,怒涛戒指,神炎天月戒,天怒☆戒,霜岚天阳戒,神锋日月乾坤の戒,神赐王者战戒,苍穹巨阙の指,,,,,,,,,,,,松涛听海の宝石,古今一梦の宝石,天地人和の宝石,,,,,,,,无极剑道第二篇,,,,,,,,,,,「足迹」步步生财,,,,,,,,,,,,,,
占用,铁腰带,战神戒指,怒涛腰带,神炎天月带,天怒☆带,霜岚天阳带,神锋日月乾坤の带,神赐王者战带,苍穹巨阙の带,,,,,,,,,,,,梅雪飘香の宝石,TSHS11,霸天破日の宝石,,,,,,,,无极剑道第三篇,,,,,,,,,,,ZSHS11,,,,,,,,,,,,,,
占用,铁靴子,战神腰带,怒涛靴子,神炎天月靴,天怒☆靴,霜岚天阳靴,神锋日月乾坤の靴,神赐王者战靴,苍穹巨阙の靴,,,,,,,,,,,,兰心蕙质の宝石,,苍穹霸主の宝石,,,,,,,,无极剑道第四篇,,,,,,,,,,,,,,,,,,,,,,,,,
占用,井中月,战神靴子,轩辕剑,无赦,离火三尖戟,ZBHS6,ZBHS7,ZBHS8,ZBHS9,,,,,,,,,,,,TSHS10,,风雨同舟の护符,,,,,,,,镇塔符石,,,,,,,,,,,,,,,,,,,,,,,,,
占用,战神盔甲,屠龙刀,御龙战甲,凌波战天甲,山海离火甲,,,,,,,,,,,,,,,,,,天地人和の护符,,,,,,,,天道内丹,,,,,,,,,,,,,,,,,,,,,,,,,
占用,记忆头盔,蟠龙战袍,千年神盔,凌波战天盔,离火千魂冠,,,,,,,,,,,,,,,,,,乾坤一掷の护符,,,,,,,,血魔内丹,,,,,,,,,,,,,,,,,,,,,,,,,
占用,幽冥项链,血煞头盔,千年神链,凌波战天链,离火千魂链,,,,,,,,,,,,,,,,,,TSHS12,,,,,,,,心魔内丹,,,,,,,,,,,,,,,,,,,,,,,,,
占用,阎罗手套,血煞项链,千年神镯,凌波战天镯,离火千魂腕,,,,,,,,,,,,,,,,,,,,,,,,,,万魔内丹,,,,,,,,,,,,,,,,,,,,,,,,,
占用,龙戒,血煞手镯,千年神戒,凌波战天戒,离火千魂戒,,,,,,,,,,,,,,,,,,,,,,,,,,古魔内丹,,,,,,,,,,,,,,,,,,,,,,,,,
占用,寒星腰带,血煞戒指,千年神带,凌波战天带,离火千魂带,,,,,,,,,,,,,,,,,,,,,,,,,,炎魔内丹,,,,,,,,,,,,,,,,,,,,,,,,,
占用,寒星靴子,血煞腰带,千年神靴,凌波战天靴,离火千魂靴,,,,,,,,,,,,,,,,,,,,,,,,,,离别之吻,,,,,,,,,,,,,,,,,,,,,,,,,
占用,命运之刃,血煞靴子,倚天剑,镇海战刃,修罗耀阳斩,,,,,,,,,,,,,,,,,,,,,,,,,,决死限界,,,,,,,,,,,,,,,,,,,,,,,,,
占用,金鹏宝甲,圣武之剑,倚天神甲,镇海凌天甲,轮回耀阳甲,,,,,,,,,,,,,,,,,,,,,,,,,,绮夜雪花,,,,,,,,,,,,,,,,,,,,,,,,,
占用,黑铁头盔,圣武天战甲,鎏金圣阳盔,镇海凌天头盔,轮回耀阳王冠,,,,,,,,,,,,,,,,,,,,,,,,,,冰结之镜,,,,,,,,,,,,,,,,,,,,,,,,,
占用,绿色项链,蟠龙傲天头盔,鎏金圣阳链,镇海凌天项链,轮回耀阳吊坠,,,,,,,,,,,,,,,,,,,,,,,,,,魔魂草,,,,,,,,,,,,,,,,,,,,,,,,,
占用,骑士手镯,蟠龙傲天项链,鎏金圣阳镯,镇海凌天手镯,轮回耀阳护腕,,,,,,,,,,,,,,,,,,,,,,,,,,元素之力,,,,,,,,,,,,,,,,,,,,,,,,,
占用,力量戒指,蟠龙傲天手镯,鎏金圣阳戒,镇海凌天戒指,轮回耀阳指环,,,,,,,,,,,,,,,,,,,,,,,,,,潜能宝玉,,,,,,,,,,,,,,,,,,,,,,,,,
占用,雷霆腰带,蟠龙傲天戒指,鎏金圣阳带,镇海凌天腰带,轮回耀阳战带,,,,,,,,,,,,,,,,,,,,,,,,,,山海秘术,,,,,,,,,,,,,,,,,,,,,,,,,
占用,雷霆战靴,蟠龙傲天腰带,鎏金圣阳靴,镇海凌天靴子,轮回耀阳战靴,,,,,,,,,,,,,,,,,,,,,,,,,,仙人之下我无敌,,,,,,,,,,,,,,,,,,,,,,,,,
占用,铜锤,蟠龙傲天靴子,圣屠龙,怒狂降魔杵,荒古游龙剑,,,,,,,,,,,,,,,,,,,,,,,,,,赏善罚恶令,,,,,,,,,,,,,,,,,,,,,,,,,
占用,天魔战甲,冥日战刃,战魂烈日甲,山海封魔甲,荒古撼天甲,,,,,,,,,,,,,,,,,,,,,,,,,,命运齿轮,,,,,,,,,,,,,,,,,,,,,,,,,
占用,圣战头盔,战神神甲,战魂烈日盔,龙魂吞日盔,荒古游龙の冠,,,,,,,,,,,,,,,,,,,,,,,,,,聚气丹,,,,,,,,,,,,,,,,,,,,,,,,,
占用,圣战项链,圣天头盔,战魂烈日链,龙魂吞日链,荒古游龙の链,,,,,,,,,,,,,,,,,,,,,,,,,,时间裂缝证明,,,,,,,,,,,,,,,,,,,,,,,,,
占用,圣战手镯,圣天项链,战魂烈日镯,龙魂吞日镯,荒古游龙の腕,,,,,,,,,,,,,,,,,,,,,,,,,,时空主宰的信物,,,,,,,,,,,,,,,,,,,,,,,,,
占用,圣战戒指,圣天手镯,战魂烈日戒,龙魂吞日戒,荒古游龙の戒,,,,,,,,,,,,,,,,,,,,,,,,,,开悟之书,,,,,,,,,,,,,,,,,,,,,,,,,
占用,圣战腰带,圣天戒指,战魂烈日带,龙魂吞日带,荒古游龙の带,,,,,,,,,,,,,,,,,,,,,,,,,,TSHS20,,,,,,,,,,,,,,,,,,,,,,,,,
占用,圣战靴子,圣天腰带,战魂烈日靴,龙魂吞日靴,荒古游龙の靴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
占用,修罗战斧,圣天靴子,ZBHS3,ZBHS4,ZBHS5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
END,ZBHS1,ZBHS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
